Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
26,4.6,19.876428,75.364792,19.886428,75.374792,11:42:12,11:56:02,Sandstorms,High ,2,Buffet ,scooter ,0,No ,Metropolitian ,16
38,5,17.424114,78.347554,17.444114,78.367554,8:26:01,8:33:21,Sunny,Low ,1,Snack ,motorcycle ,1,No ,Urban ,12
29,4.5,17.424114,78.347554,17.504114,78.427554,19:28:34,19:39:50,Sandstorms,Jam ,2,Meal ,motorcycle ,0,No ,Metropolitian ,27
29,4.8,26.913987,75.752891,27.053987,75.892891,21:56:28,22:09:35,Windy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,31
20,4.9,26.913726,75.75282,26.943726,75.78282,21:22:36,21:32:08,Stormy,Jam ,1,Meal ,motorcycle ,1,No ,Metropolitian ,27
38,4.6,12.323225,76.630028,12.393225,76.700028,20:45:17,20:53:02,Windy,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,28
27,4.6,18.592718,73.773572,18.632718,73.813572,12:22:04,12:31:12,Windy,High ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,22
30,4.5,23.357804,85.325146,23.437804,85.405146,18:52:04,19:09:35,Cloudy,Medium ,0,Snack ,motorcycle ,1,No ,Urban ,36
21,4.8,12.98041,77.640489,13.06041,77.720489,22:04:43,22:13:57,Stormy,Jam ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,29
36,4.7,26.766536,75.837333,26.816536,75.887333,20:52:19,20:57:13,Windy,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,26
30,4.7,11.008638,76.984311,11.048638,77.024311,12:40:46,12:40:09,Cloudy,High ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,30
26,4.2,23.351058,85.325731,23.431058,85.405731,20:33:33,20:43:15,Windy,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,32
28,4.3,23.39925,85.390464,23.41925,85.410464,8:41:40,8:49:38,Stormy,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,19
37,4.7,13.005801,80.250744,13.085801,80.330744,20:24:13,20:39:53,Stormy,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,45
21,4.8,11.001852,76.976268,11.011852,76.986268,8:46:16,8:57:56,Sunny,Low ,1,Snack ,motorcycle ,1,No ,Urban ,19
36,4.9,11.016298,76.972076,11.076298,77.032076,21:58:29,22:05:34,Cloudy,Jam ,1,Buffet ,scooter ,1,No ,Metropolitian ,36
21,4.6,19.876106,75.340775,19.946106,75.410775,19:15:00,19:24:48,Cloudy,Jam ,1,Buffet ,scooter ,1,No ,Urban ,38
35,4.4,12.934365,77.616155,12.954365,77.636155,8:17:54,8:22:05,Windy,Low ,0,Buffet ,motorcycle ,1,No ,Urban ,25
33,4.8,19.876219,75.346017,19.936219,75.406017,22:52:27,23:07:45,Cloudy,Low ,1,Snack ,motorcycle ,1,No ,Metropolitian ,18
35,4.9,23.355164,85.324097,23.415164,85.384097,19:34:37,19:36:27,Sunny,Jam ,0,Snack ,motorcycle ,0,No ,Metropolitian ,24
36,4.2,21.149669,72.772629,21.219669,72.842629,23:16:25,23:31:46,Fog,Low ,0,Drinks ,motorcycle ,2,No ,Metropolitian ,43
35,4.7,12.933284,77.615428,13.043284,77.725428,17:14:43,17:24:17,Stormy,Medium ,2,Meal ,scooter ,0,No ,Metropolitian ,27
20,3.9,22.751857,75.866699,22.801857,75.916699,19:27:13,19:31:16,Sunny,Jam ,0,Drinks ,motorcycle ,2,No ,Metropolitian ,49
21,4.8,11.022298,76.998349,11.112298,77.088349,22:27:26,22:36:38,Stormy,Low ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,13
23,4.7,19.876994,75.372353,19.946994,75.442353,23:58:19,0:05:59,Stormy,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,23
27,4.9,23.351489,85.324253,23.401489,85.374253,19:55:13,20:07:13,Windy,Jam ,2,Snack ,motorcycle ,1,No ,Urban ,27
32,4.8,26.911378,75.789034,26.951378,75.829034,15:29:40,15:34:09,Cloudy,Medium ,2,Meal ,motorcycle ,1,No ,Metropolitian ,15
22,4.9,21.157735,72.768778,21.267735,72.878778,23:21:04,23:38:57,Fog,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,29
34,4.3,18.536562,73.896485,18.596562,73.956485,18:13:46,18:15:43,Windy,Medium ,2,Meal ,motorcycle ,1,No ,Metropolitian ,31
39,4,12.337978,76.616792,12.377978,76.656792,12:47:26,12:53:48,Sandstorms,High ,0,Snack ,motorcycle ,0,No ,Metropolitian ,36
26,4.7,21.183434,72.814492,21.263434,72.894492,22:42:36,22:47:52,Windy,Low ,0,Snack ,motorcycle ,0,No ,Metropolitian ,16
30,4.9,11.003008,76.97544,11.093008,77.06544,23:32:39,23:45:29,Cloudy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,35
32,4.9,13.027018,80.254791,13.137018,80.364791,20:03:07,20:05:54,Windy,Jam ,2,Meal ,motorcycle ,1,No ,Metropolitian ,28
29,4.7,12.323994,76.626167,12.413994,76.716167,21:29:56,21:30:33,Fog,Jam ,2,Snack ,scooter ,1,No ,Metropolitian ,42
26,4.7,13.027018,80.254791,13.037018,80.264791,11:18:43,11:26:01,Sandstorms,High ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,22
26,4.5,21.175104,72.804342,21.305104,72.934342,20:14:02,20:29:01,Stormy,Jam ,2,Buffet ,scooter ,0,No ,Metropolitian ,19
20,4.8,26.910262,75.783013,26.930262,75.803013,9:39:18,9:43:39,Cloudy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,24
36,4.2,10.027364,76.308258,10.077364,76.358258,18:49:41,19:02:14,Cloudy,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,32
33,4.9,23.353783,85.326967,23.443783,85.416967,17:52:06,17:56:44,Cloudy,Medium ,0,Buffet ,motorcycle ,,No ,Metropolitian ,43
29,4.7,11.003669,76.976494,11.013669,76.986494,10:02:07,10:11:25,Fog,Low ,2,Snack ,electric_scooter ,0,No ,Urban ,11
29,4.6,21.185047,72.80859,21.295047,72.91859,20:27:44,20:34:01,Sandstorms,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,38
32,5,12.913041,77.683237,12.933041,77.703237,9:12:27,9:28:18,Sunny,Low ,2,Meal ,motorcycle ,1,No ,Metropolitian ,14
24,4.5,22.751234,75.88949,22.821234,75.95949,23:25:20,23:39:10,Fog,Low ,1,Buffet ,scooter ,1,No ,Urban ,27
23,4.9,22.753659,75.903365,22.773659,75.923365,9:49:43,10:03:30,Stormy,Low ,2,Snack ,scooter ,0,No ,Metropolitian ,16
22,4.9,19.120083,72.907385,19.180083,72.967385,18:11:21,18:22:16,Sunny,Medium ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,16
27,4.5,18.546258,73.904337,18.656258,74.014337,19:21:17,19:25:08,Stormy,Jam ,2,Snack ,scooter ,1,No ,Metropolitian ,20
30,4.9,26.90294,75.793007,26.95294,75.843007,23:52:18,0:00:51,Cloudy,Low ,2,Drinks ,scooter ,1,No ,Metropolitian ,15
30,3.6,22.761593,75.886362,22.841593,75.966362,21:03:55,21:19:28,Stormy,Jam ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,43
29,4.6,12.326356,76.619103,12.456356,76.749103,18:18:25,18:25:03,Sunny,Medium ,2,Meal ,scooter ,1,No ,Metropolitian ,15
32,5,21.183434,72.814492,21.273434,72.904492,22:45:37,22:52:55,Stormy,Low ,1,Meal ,motorcycle ,1,No ,Metropolitian ,25
36,4.6,22.311844,73.165081,22.421844,73.275081,22:47:43,22:59:50,Sandstorms,Low ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,21
30,5,18.994237,72.825553,19.024237,72.855553,22:26:32,22:41:04,Cloudy,Low ,0,Meal ,motorcycle ,1,No ,Urban ,28
35,4.7,19.888716,75.321461,19.918716,75.351461,23:53:48,23:55:19,Fog,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,17
21,5,12.323225,76.630028,12.333225,76.640028,8:11:20,8:29:22,Sandstorms,Low ,2,Snack ,scooter ,1,No ,Urban ,18
38,4.5,21.186884,72.793616,21.236884,72.843616,23:44:59,23:59:07,Stormy,Low ,1,Drinks ,scooter ,0,No ,Metropolitian ,25
39,4.6,23.354422,85.3329,23.394422,85.3729,13:18:22,13:33:56,Cloudy,High ,0,Buffet ,motorcycle ,1,No ,Urban ,30
30,4.1,12.972532,77.608179,13.062532,77.698179,18:00:52,18:12:32,Fog,Medium ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,31
22,4.8,30.899584,75.809346,31.029584,75.939346,21:03:53,21:15:16,Stormy,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,25
33,3,17.455894,78.375467,17.565894,78.485467,22:39:19,22:49:14,Sunny,Low ,0,Buffet ,motorcycle ,2,No ,Urban ,34
20,4.7,19.131141,72.813074,19.221141,72.903074,21:28:02,21:44:30,Windy,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,37
36,4.6,18.56245,73.916619,18.69245,74.046619,20:36:28,20:49:42,Fog,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,51
30,5,12.323994,76.626167,12.383994,76.686167,17:38:33,17:52:39,Sunny,Medium ,2,Drinks ,scooter ,0,No ,Metropolitian ,23
38,4.9,19.12663,72.829976,19.18663,72.889976,17:48:10,18:01:50,Stormy,Medium ,1,Meal ,scooter ,0,No ,Urban ,31
27,4.6,17.451976,78.385883,17.481976,78.415883,20:18:25,20:21:06,Sandstorms,Jam ,0,Snack ,motorcycle ,1,No ,NaN ,22
27,4.5,22.695207,75.866059,22.825207,75.996059,17:15:31,17:25:45,Sunny,Medium ,0,Buffet ,motorcycle ,1,No ,Urban ,16
21,4.8,12.310972,76.659264,12.440972,76.789264,19:39:05,19:43:44,Windy,Jam ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,39
30,4.8,22.751857,75.866699,22.841857,75.956699,23:43:20,23:51:12,Sunny,Low ,1,Drinks ,scooter ,0,No ,Metropolitian ,24
28,4.8,30.890184,75.829615,30.910184,75.849615,9:17:52,9:30:28,Cloudy,Low ,1,Drinks ,scooter ,1,No ,Metropolitian ,10
24,4.8,23.351058,85.325731,23.421058,85.395731,23:50:20,23:56:25,Fog,Low ,2,Meal ,scooter ,1,No ,Metropolitian ,25
34,4.8,22.310329,73.169083,22.380329,73.239083,22:50:33,22:57:09,Sunny,Low ,2,Snack ,scooter ,1,No ,Metropolitian ,17
20,4.7,22.311603,73.165012,22.421603,73.275012,22:46:58,23:00:47,Sandstorms,Low ,2,Snack ,motorcycle ,0,No ,Metropolitian ,15
28,4.6,26.892312,75.806896,26.932312,75.846896,12:24:31,12:37:13,Stormy,High ,1,Drinks ,scooter ,1,No ,Metropolitian ,25
31,4.2,22.310237,73.158921,22.380237,73.228921,19:28:54,19:42:35,Windy,Jam ,2,Buffet ,electric_scooter ,0,No ,Metropolitian ,35
35,4.2,17.431477,78.40035,17.501477,78.47035,17:14:19,17:23:25,Windy,Medium ,2,Meal ,scooter ,1,No ,Metropolitian ,31
39,4.8,18.55144,73.804855,18.58144,73.834855,23:17:51,23:28:53,Cloudy,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,25
38,4.6,22.761593,75.886362,22.831593,75.956362,18:22:26,18:36:04,Fog,Medium ,0,Meal ,motorcycle ,1,No ,Urban ,36
26,4.3,11.022169,76.999594,11.112169,77.089594,20:03:54,20:19:18,Windy,Jam ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,34
32,4.8,21.160522,72.771477,21.200522,72.811477,13:05:51,13:17:34,Sandstorms,High ,1,Snack ,scooter ,1,No ,Metropolitian ,26
23,4.8,13.054347,80.257221,13.074347,80.277221,9:59:53,10:01:49,Sandstorms,Low ,2,Buffet ,motorcycle ,0,No ,Urban ,12
22,4.7,19.103249,72.846749,19.233249,72.976749,17:54:58,18:03:04,Windy,Medium ,2,Snack ,motorcycle ,1,No ,Metropolitian ,27
26,4.6,19.874103,75.368419,19.894103,75.388419,9:21:43,9:34:34,Fog,Low ,0,Snack ,motorcycle ,,No ,Metropolitian ,18
37,4.2,17.426228,78.407495,17.446228,78.427495,11:11:23,11:19:25,Sandstorms,High ,1,Meal ,scooter ,0,No ,Metropolitian ,32
27,4.8,21.173343,72.792731,21.263343,72.882731,19:48:42,19:59:29,Windy,Jam ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,23
31,4.9,12.972161,77.596014,13.062161,77.686014,20:01:17,20:06:40,Stormy,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,30
29,4.9,19.254567,72.848923,19.284567,72.878923,20:05:22,20:09:47,Stormy,Jam ,2,Snack ,electric_scooter ,1,No ,Urban ,12
33,4.1,21.15276,72.778059,21.24276,72.868059,18:37:48,18:44:15,Sandstorms,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,43
29,3.9,11.025083,77.015393,11.085083,77.075393,21:16:44,21:34:28,Sunny,Jam ,0,Drinks ,motorcycle ,2,No ,Semi-Urban ,49
33,4.5,26.90294,75.793007,26.92294,75.813007,8:11:56,8:24:56,Stormy,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,25
36,4.6,12.914264,77.6784,12.934264,77.6984,8:54:20,9:09:12,Fog,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,15
35,4.7,26.911378,75.789034,27.041378,75.919034,19:24:14,19:35:46,Sandstorms,Jam ,0,Drinks ,motorcycle ,1,Yes ,Semi-Urban ,52
29,4.5,26.910262,75.783013,27.000262,75.873013,21:18:55,21:20:15,Fog,Jam ,0,Meal ,motorcycle ,0,No ,Metropolitian ,45
34,5,12.986047,80.218114,13.016047,80.248114,19:50:05,20:04:58,Stormy,Jam ,2,Snack ,motorcycle ,1,No ,Metropolitian ,29
25,4.8,13.054347,80.257221,13.144347,80.347221,18:18:28,18:32:21,Stormy,Medium ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,24
36,4.9,18.51421,73.838429,18.52421,73.848429,10:41:35,10:47:17,Sunny,Low ,1,Snack ,motorcycle ,,No ,Metropolitian ,10
22,3.7,19.875522,75.367127,19.925522,75.417127,20:24:49,20:37:07,Sunny,Jam ,0,Snack ,motorcycle ,1,Yes ,Metropolitian ,42
38,4.6,17.438263,78.397865,17.448263,78.407865,11:51:33,12:03:07,Stormy,High ,2,Snack ,scooter ,1,No ,Metropolitian ,26
21,2.6,18.530963,73.828972,18.640963,73.938972,23:40:28,23:46:39,Sunny,Low ,1,Snack ,scooter ,0,No ,Metropolitian ,39
32,4,11.000762,76.981876,11.080762,77.061876,19:45:02,19:55:45,Fog,Jam ,2,Meal ,scooter ,1,No ,Metropolitian ,37
25,5,21.183434,72.814492,21.293434,72.924492,21:25:55,21:43:53,Sandstorms,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,39
22,4.9,13.005801,80.250744,13.035801,80.280744,22:44:22,22:52:12,Sunny,Low ,2,Buffet ,electric_scooter ,0,No ,Metropolitian ,23
31,4.8,23.333017,85.3172,23.383017,85.3672,23:50:23,0:02:25,Stormy,Low ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,21
28,4.3,12.323194,76.630583,12.433194,76.740583,17:41:49,17:53:44,Cloudy,Medium ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,37
27,4.7,22.31279,73.170283,22.38279,73.240283,20:45:28,20:57:05,Sandstorms,Jam ,2,Drinks ,scooter ,0,No ,Metropolitian ,25
23,4.6,26.911927,75.797282,27.021927,75.907282,23:41:29,23:57:03,Stormy,Low ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,12
28,4.5,21.173493,72.801953,21.283493,72.911953,18:32:14,18:38:47,Windy,Medium ,1,Buffet ,scooter ,1,No ,Urban ,24
38,5,12.934365,77.616155,12.994365,77.676155,21:12:12,21:21:18,Sandstorms,Jam ,2,Buffet ,motorcycle ,1,No ,Urban ,26
36,4.6,18.520016,73.830547,18.590016,73.900547,21:32:38,21:35:27,Cloudy,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,53
24,4.3,26.905287,75.794592,27.015287,75.904592,20:54:19,20:57:57,Fog,Jam ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,43
28,4.5,22.761226,75.887522,22.841226,75.967522,17:31:45,17:44:58,Fog,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,39
25,4.8,12.323978,76.627961,12.393978,76.697961,20:44:30,20:57:22,Sunny,Jam ,0,Buffet ,motorcycle ,0,No ,NaN ,27
37,4.9,21.186608,72.794136,21.226608,72.834136,14:17:27,14:31:19,Sandstorms,High ,1,Snack ,motorcycle ,1,No ,Urban ,27
34,5,19.1813,72.836191,19.2213,72.876191,12:58:27,13:08:11,Sunny,High ,1,Drinks ,scooter ,0,No ,Metropolitian ,23
37,4.9,12.972161,77.596014,13.052161,77.676014,23:51:50,0:03:15,Sandstorms,Low ,2,Snack ,electric_scooter ,1,No ,Urban ,15
21,4.5,21.185047,72.80859,21.265047,72.88859,21:48:31,21:55:52,Fog,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,42
33,4.9,13.026286,80.275235,13.096286,80.345235,20:58:20,21:10:31,Cloudy,Jam ,2,Drinks ,scooter ,2,No ,Urban ,41
30,4.2,26.891191,75.802083,26.931191,75.842083,14:11:42,14:29:34,Cloudy,High ,0,Meal ,motorcycle ,1,No ,Metropolitian ,34
35,4.2,18.533811,73.899315,18.543811,73.909315,11:18:18,11:31:10,Fog,High ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,34
27,4.6,11.02091,76.940432,11.03091,76.950432,11:15:44,11:21:44,Sandstorms,High ,0,Snack ,motorcycle ,0,No ,Metropolitian ,17
34,4.7,21.149834,72.778666,21.219834,72.848666,18:15:38,18:28:58,Fog,Medium ,2,Meal ,motorcycle ,1,No ,Metropolitian ,30
33,4.8,10.003064,76.307589,10.133064,76.437589,23:21:52,23:27:02,Fog,Low ,1,Meal ,motorcycle ,0,No ,Metropolitian ,26
37,4.7,18.994049,72.825203,19.054049,72.885203,17:39:14,17:46:12,Sunny,Medium ,2,Meal ,scooter ,1,No ,Metropolitian ,23
28,4.8,9.988483,76.295211,10.118483,76.425211,21:49:21,22:02:40,Fog,Jam ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,30
23,4.6,12.311072,76.654878,12.381072,76.724878,20:03:12,20:11:52,Fog,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,35
22,4.9,22.744648,75.894377,22.874648,76.024377,19:12:22,19:25:11,Fog,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,35
21,4.6,22.538999,88.322337,22.618999,88.402337,19:14:37,19:21:49,Sunny,Jam ,1,Meal ,scooter ,0,No ,Urban ,23
22,4.8,17.422819,78.449578,17.552819,78.579578,23:36:14,23:43:43,Fog,Low ,2,Buffet ,electric_scooter ,0,No ,Metropolitian ,27
33,4.9,30.914057,75.83982,30.934057,75.85982,9:50:45,9:59:52,Sunny,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,22
39,4.2,12.914264,77.6784,12.974264,77.7384,17:33:32,17:35:44,Windy,Medium ,2,Snack ,scooter ,2,No ,Urban ,34
27,4.8,12.975996,80.221898,13.025996,80.271898,18:05:40,18:19:08,Fog,Medium ,0,Meal ,motorcycle ,0,No ,Metropolitian ,29
37,4.7,22.728163,75.884212,22.818163,75.974212,18:31:29,18:39:18,Windy,Medium ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,30
24,4.9,13.02978,80.208812,13.11978,80.298812,19:31:44,19:40:16,Sandstorms,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,23
32,4.6,22.727021,75.884167,22.747021,75.904167,10:38:30,10:48:40,Sandstorms,Low ,2,Meal ,scooter ,1,No ,Urban ,25
38,3.9,17.410371,78.437225,17.490371,78.517225,19:47:27,19:50:21,Sandstorms,Jam ,1,Snack ,motorcycle ,0,No ,Metropolitian ,36
27,4.7,21.186438,72.794115,21.296438,72.904115,22:17:17,22:34:56,Windy,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,24
26,4.8,19.178321,72.834715,19.218321,72.874715,15:45:14,15:52:52,Sunny,Medium ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,16
39,4.7,19.055831,72.833984,19.095831,72.873984,14:44:40,14:46:20,Sunny,High ,2,Drinks ,motorcycle ,0,No ,Metropolitian ,23
38,4.7,12.935662,77.61413,13.065662,77.74413,18:46:57,19:03:31,Windy,Medium ,2,Meal ,electric_scooter ,0,No ,Urban ,22
28,4.7,30.895817,75.813112,30.915817,75.833112,11:54:21,12:06:08,Windy,High ,2,Buffet ,electric_scooter ,0,NaN ,NaN ,11
21,4.4,12.913041,77.683237,13.023041,77.793237,20:36:56,20:54:10,Fog,Jam ,2,Snack ,scooter ,2,No ,Metropolitian ,36
24,4.8,26.913483,75.803139,26.963483,75.853139,18:54:11,18:57:04,Fog,Medium ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,21
30,4.7,11.001753,76.986241,11.021753,77.006241,9:24:13,9:36:57,Sunny,Low ,2,Snack ,electric_scooter ,,No ,Metropolitian ,12
36,5,11.010375,76.95295,11.080375,77.02295,20:55:58,21:00:17,Fog,Jam ,2,Snack ,scooter ,1,No ,Metropolitian ,45
24,4.4,22.308096,73.167753,22.438096,73.297753,19:16:09,19:20:37,Fog,Jam ,2,Snack ,scooter ,1,No ,Metropolitian ,35
38,4.6,22.725835,75.887648,22.835835,75.997648,21:48:19,21:57:42,Sunny,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,22
24,4.7,11.003681,76.975525,11.043681,77.015525,12:16:55,12:27:12,Cloudy,High ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,23
34,4.6,13.081878,80.248519,13.171878,80.338519,21:56:09,22:03:33,Cloudy,Jam ,0,Meal ,motorcycle ,2,No ,Metropolitian ,48
31,4.6,21.157729,72.768726,21.237729,72.848726,22:32:17,22:48:17,Sunny,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,29
37,4.9,12.975377,77.696664,13.085377,77.806664,23:44:43,23:54:14,Fog,Low ,1,Drinks ,motorcycle ,1,No ,Urban ,29
22,4.8,19.1093,72.825451,19.1493,72.865451,14:23:27,14:38:25,Cloudy,High ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,25
21,4.7,12.326356,76.619103,12.416356,76.709103,17:35:02,17:47:28,Sunny,Medium ,2,Buffet ,scooter ,1,No ,Metropolitian ,16
29,4.7,12.975996,80.221898,13.015996,80.261898,15:52:33,16:03:21,Cloudy,Medium ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,11
33,4.8,26.474986,80.342796,26.494986,80.362796,10:36:31,10:40:10,Fog,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,26
34,5,11.008638,76.984311,11.068638,77.044311,20:03:21,20:18:07,Sandstorms,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,47
36,4.8,22.307898,73.167788,22.397898,73.257788,18:35:02,18:44:21,Sandstorms,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,34
22,4.7,26.481547,80.299775,26.551547,80.369775,19:15:45,19:20:19,Sandstorms,Jam ,1,Snack ,motorcycle ,0,No ,Metropolitian ,22
34,4.7,23.353783,85.326967,23.383783,85.356967,19:38:29,19:44:25,Stormy,Jam ,1,Drinks ,scooter ,1,No ,Metropolitian ,26
23,4.8,19.091458,72.827808,19.201458,72.937808,17:35:42,17:37:46,Sunny,Medium ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,14
35,4.7,22.732225,75.874765,22.812225,75.954765,19:53:07,20:08:47,Sunny,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,26
33,4.8,26.892312,75.806896,27.002312,75.916896,19:33:00,19:36:02,Sunny,Jam ,2,Buffet ,motorcycle ,1,No ,Urban ,22
25,4.8,18.536562,73.896485,18.566562,73.926485,22:53:25,23:01:07,Sunny,Low ,1,Meal ,motorcycle ,1,No ,Metropolitian ,23
20,3.8,13.02978,80.208812,13.03978,80.218812,11:56:10,12:14:20,Sunny,High ,0,Snack ,motorcycle ,2,No ,Metropolitian ,47
27,4.7,23.351058,85.325731,23.381058,85.355731,21:12:33,21:27:23,Sandstorms,Jam ,2,Buffet ,scooter ,1,No ,Urban ,26
21,4.4,12.352058,76.60665,12.422058,76.67665,21:16:57,21:26:41,Fog,Jam ,1,Snack ,motorcycle ,1,No ,Metropolitian ,39
36,4.7,10.020683,76.310631,10.150683,76.440631,23:05:37,23:06:47,Stormy,Low ,2,Drinks ,electric_scooter ,1,No ,NaN ,23
31,4.6,17.424114,78.347554,17.504114,78.427554,22:51:38,23:00:31,Fog,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,44
24,4.9,18.536718,73.830327,18.606718,73.900327,23:31:07,23:49:44,Windy,Low ,0,Snack ,motorcycle ,1,No ,Urban ,15
26,4.5,13.045479,80.23311,13.115479,80.30311,17:27:51,17:35:15,Fog,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,38
34,4.2,26.913483,75.803139,27.043483,75.933139,19:22:55,19:33:52,Sunny,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,32
23,5,11.003681,76.975525,11.013681,76.985525,9:40:32,9:46:50,Sunny,Low ,1,Snack ,scooter ,1,No ,NaN ,23
39,4.7,15.556561,73.763633,15.666561,73.873633,22:21:56,22:37:10,Windy,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,19
33,3.9,22.732225,75.874765,22.822225,75.964765,19:03:38,19:17:17,Stormy,Medium ,1,Snack ,motorcycle ,1,No ,Urban ,35
21,5,10.994136,76.963303,11.034136,77.003303,16:44:55,16:50:37,Sunny,Medium ,0,Snack ,motorcycle ,0,No ,Urban ,15
37,5,12.975377,77.696664,12.985377,77.706664,9:41:57,9:57:26,Fog,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,26
39,4.6,12.337928,76.617889,12.467928,76.747889,21:04:25,21:09:54,Cloudy,Jam ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,43
38,4.7,21.160437,72.774209,21.220437,72.834209,22:32:04,22:35:03,Sunny,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,29
33,4.8,13.026286,80.275235,13.046286,80.295235,10:38:55,10:43:42,Fog,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,24
39,4.4,11.003008,76.97544,11.053009,77.02544,17:43:15,17:57:30,Windy,Medium ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,34
30,4.4,22.760072,75.892574,22.840072,75.972574,20:49:31,20:59:25,Windy,Jam ,0,Meal ,motorcycle ,2,No ,Metropolitian ,41
35,4.9,22.725748,75.898497,22.745748,75.918497,9:36:15,9:53:37,Sunny,Low ,1,Drinks ,scooter ,1,No ,Metropolitian ,12
32,4.9,21.17106,72.789292,21.22106,72.839292,22:40:51,22:49:31,Cloudy,Low ,2,Buffet ,electric_scooter ,0,No ,Metropolitian ,18
36,4.9,21.17106,72.789292,21.23106,72.849292,19:33:12,19:37:27,Sandstorms,Jam ,1,Snack ,scooter ,0,No ,Metropolitian ,29
20,4.5,19.876994,75.372353,19.916994,75.412353,12:32:48,12:35:28,Windy,High ,0,Snack ,motorcycle ,0,No ,Metropolitian ,29
